Payment_ID,Invoice_ID,Payment_Date,Amount_Paid,Payment_Method,Delay_Days,Write_Off_Flag
PAY0015622,INV0015622,2024-12-07,211581.08,NEFT,11,No
PAY0015623,INV0015623,2024-12-23,328941.52,Cheque,11,No
PAY0015624,INV0015624,2024-05-30,245150.9,Cheque,1,No
PAY0015625,INV0015625,2024-12-30,159985.58,UPI,14,No
PAY0015626,INV0015626,2026-03-29,265456.34,UPI,12,No
PAY0015627,INV0015627,2025-08-06,45919.7,UPI,0,No
PAY0015628,INV0015628,,0,,242,No
PAY0015629,INV0015629,2025-04-05,208697.16,RTGS,0,No
PAY0015630,INV0015630,2024-11-16,48221.88,UPI,0,No
PAY0015631,INV0015631,2024-07-22,338362.64,NEFT,10,No
PAY0015632,INV0015632,2024-08-26,39789.6,RTGS,0,No
PAY0015633,INV0015633,2025-10-19,76369.6,Cheque,40,No
PAY0015634,INV0015634,,0,,319,No
PAY0015635,INV0015635,2025-05-16,63504.06,RTGS,0,No
PAY0015636,INV0015636,2024-05-28,334069.8,UPI,0,No
PAY0015637,INV0015637,2025-02-22,227436.74,Bank Transfer,0,No
PAY0015638,INV0015638,2025-02-21,143928.14,UPI,0,No
PAY0015639,INV0015639,,0,,200,No
PAY0015640,INV0015640,,0,,463,No
PAY0015641,INV0015641,2024-07-23,301649.3,UPI,9,No
PAY0015642,INV0015642,2025-03-29,283165.78,UPI,0,No
PAY0015643,INV0015643,2024-05-16,221579.22,NEFT,0,No
PAY0015644,INV0015644,2025-05-22,79172.1,NEFT,0,No
PAY0015645,INV0015645,2026-02-13,154484.42,Bank Transfer,0,No
PAY0015646,INV0015646,2024-05-23,195259.32,Bank Transfer,12,No
PAY0015647,INV0015647,2025-11-18,72613.66,Bank Transfer,0,No
PAY0015648,INV0015648,2025-12-10,332073.24,NEFT,0,No
PAY0015649,INV0015649,2025-04-21,193979.02,NEFT,13,No
PAY0015650,INV0015650,,0,,393,No
PAY0015651,INV0015651,2025-04-17,67269.44,RTGS,0,No
PAY0015652,INV0015652,2025-12-24,182665.18,UPI,0,No
PAY0015653,INV0015653,2025-02-06,47669.64,Cheque,0,No
PAY0015654,INV0015654,2025-03-31,61280.94,NEFT,13,No
PAY0015655,INV0015655,2024-02-26,21324.96,UPI,0,No
PAY0015656,INV0015656,2025-09-03,326292.42,Bank Transfer,1,No
PAY0015657,INV0015657,,0,,315,No
PAY0015658,INV0015658,2024-11-12,79011.62,RTGS,17,No
PAY0015659,INV0015659,2025-10-26,276958.98,Bank Transfer,15,No
PAY0015660,INV0015660,2025-07-31,178589.46,Cheque,0,No
PAY0015661,INV0015661,2024-08-27,120055.56,RTGS,14,No
PAY0015662,INV0015662,2025-02-28,249591.24,Cheque,0,No
PAY0015663,INV0015663,2025-07-14,348295.88,Bank Transfer,0,No
PAY0015664,INV0015664,2024-05-09,162468.3,UPI,0,No
PAY0015665,INV0015665,2026-01-21,165950.48,UPI,0,No
PAY0015666,INV0015666,2024-07-29,31897.76,NEFT,23,No
PAY0015667,INV0015667,2024-06-06,207598.58,RTGS,15,No
PAY0015668,INV0015668,2025-07-01,193084.58,UPI,0,No
PAY0015669,INV0015669,2025-07-15,349552.58,NEFT,17,No
PAY0015670,INV0015670,2024-04-15,185807.52,NEFT,0,No
PAY0015671,INV0015671,2025-01-27,332119.26,NEFT,0,No
PAY0015672,INV0015672,2024-11-21,217600.26,UPI,0,No
PAY0015673,INV0015673,2026-02-16,203096.88,NEFT,0,No
PAY0015674,INV0015674,2025-04-09,217648.64,UPI,0,No
PAY0015675,INV0015675,2025-08-29,287149.46,UPI,0,No
PAY0015676,INV0015676,2025-11-07,317890.82,NEFT,0,No
PAY0015677,INV0015677,2025-12-14,347535.96,NEFT,37,No
PAY0015678,INV0015678,,0,,358,No
PAY0015679,INV0015679,,0,,631,No
PAY0015680,INV0015680,2025-02-02,85928.78,Cheque,0,No
PAY0015681,INV0015681,2024-03-21,44921.42,Bank Transfer,0,No
PAY0015682,INV0015682,2025-08-12,53469.34,Bank Transfer,3,No
PAY0015683,INV0015683,2024-05-31,266098.26,RTGS,0,No
PAY0015684,INV0015684,2026-04-22,143640.22,RTGS,2,No
PAY0015685,INV0015685,2024-08-18,341470.76,Bank Transfer,39,No
PAY0015686,INV0015686,2025-12-15,196130.16,NEFT,48,No
PAY0015687,INV0015687,2024-09-18,290185.6,Bank Transfer,0,No
PAY0015688,INV0015688,2026-04-07,258573.4,NEFT,30,No
PAY0015689,INV0015689,,0,,0,No
PAY0015690,INV0015690,2024-03-03,170323.56,UPI,0,No
PAY0015691,INV0015691,2025-10-16,279938.48,UPI,0,No
PAY0015692,INV0015692,2025-07-18,227736.46,Cheque,0,No
PAY0015693,INV0015693,2024-05-24,247541.58,NEFT,0,No
PAY0015694,INV0015694,2026-04-15,101581.48,NEFT,6,No
PAY0015695,INV0015695,2025-03-10,245061.22,Bank Transfer,15,No
PAY0015696,INV0015696,2025-07-15,314992.74,Cheque,0,No
PAY0015697,INV0015697,2025-04-27,198273.04,RTGS,0,No
PAY0015698,INV0015698,,0,,574,No
PAY0015699,INV0015699,2026-06-16,49692.16,Cheque,0,No
PAY0015700,INV0015700,2024-06-07,35562.84,RTGS,0,No
PAY0015701,INV0015701,2025-08-29,164173.4,UPI,1,No
PAY0015702,INV0015702,2024-09-02,254890.62,UPI,4,No
PAY0015703,INV0015703,2026-03-15,70082.56,Cheque,0,No
PAY0015704,INV0015704,2024-05-23,176133.88,Bank Transfer,6,No
PAY0015705,INV0015705,2025-10-03,203912.26,RTGS,42,No
PAY0015706,INV0015706,2026-01-07,43006.28,NEFT,43,No
PAY0015707,INV0015707,2025-04-20,45952.74,NEFT,0,No
PAY0015708,INV0015708,2025-01-27,282320.9,Bank Transfer,0,No
PAY0015709,INV0015709,2025-06-21,31680.64,Bank Transfer,15,No
PAY0015710,INV0015710,2026-05-28,175592.26,RTGS,9,No
PAY0015711,INV0015711,2026-04-02,243369.1,RTGS,0,No
PAY0015712,INV0015712,2024-05-09,177322.14,NEFT,0,No
PAY0015713,INV0015713,2024-04-04,87002.58,RTGS,0,No
PAY0015714,INV0015714,2025-06-20,49673.28,Bank Transfer,21,No
PAY0015715,INV0015715,,0,,279,No
PAY0015716,INV0015716,2024-08-09,269273.64,NEFT,0,No
PAY0015717,INV0015717,2025-09-15,246789.92,RTGS,0,No
PAY0015718,INV0015718,2024-09-22,96683.3,Cheque,0,No
PAY0015719,INV0015719,,0,,449,Yes
PAY0015720,INV0015720,,0,,603,No
PAY0015721,INV0015721,2025-08-03,122789.62,NEFT,0,No
PAY0015722,INV0015722,2026-04-16,108644.96,UPI,0,No
PAY0015723,INV0015723,2025-03-06,186554.46,Bank Transfer,31,No
PAY0015724,INV0015724,,0,,700,No
PAY0015725,INV0015725,2025-01-22,16186.06,NEFT,0,No
PAY0015726,INV0015726,2025-10-03,248002.96,UPI,0,No
PAY0015727,INV0015727,2024-12-20,353211.76,Cheque,0,No
PAY0015728,INV0015728,2024-11-25,213292.08,RTGS,15,No
PAY0015729,INV0015729,2024-06-30,113080.58,Cheque,0,No
PAY0015730,INV0015730,2024-05-14,13068.5,NEFT,0,No
PAY0015731,INV0015731,2024-07-21,173690.1,Cheque,0,No
PAY0015732,INV0015732,2024-07-12,183637.5,RTGS,4,No
PAY0015733,INV0015733,2026-02-10,351992.82,UPI,0,No
PAY0015734,INV0015734,2025-04-09,91546.76,Bank Transfer,13,No
PAY0015735,INV0015735,2024-05-05,113993.9,Cheque,0,No
PAY0015736,INV0015736,2025-10-28,246393.44,UPI,12,No
PAY0015737,INV0015737,2024-09-07,14117.52,NEFT,11,No
PAY0015738,INV0015738,2024-02-24,46831.84,UPI,5,No
PAY0015739,INV0015739,2025-08-05,80033.5,Cheque,55,No
PAY0015740,INV0015740,2024-02-28,336199.7,UPI,0,No
PAY0015741,INV0015741,2024-11-08,94024.76,Bank Transfer,0,No
PAY0015742,INV0015742,2025-06-24,333962.42,RTGS,0,No
PAY0015743,INV0015743,2025-11-21,118710.36,Cheque,33,No
PAY0015744,INV0015744,2025-09-23,224604.74,UPI,0,No
PAY0015745,INV0015745,2024-10-26,145245.02,NEFT,5,No
PAY0015746,INV0015746,2025-06-21,233952.7,Bank Transfer,0,No
PAY0015747,INV0015747,2025-11-07,269435.3,NEFT,10,No
PAY0015748,INV0015748,2025-01-20,302087.08,UPI,0,No
PAY0015749,INV0015749,2024-10-10,212486.14,NEFT,0,No
PAY0015750,INV0015750,2024-06-21,263596.66,RTGS,0,No
PAY0015751,INV0015751,2024-05-19,82109.12,NEFT,0,No
PAY0015752,INV0015752,2026-04-16,252358.34,Bank Transfer,9,No
PAY0015753,INV0015753,2026-03-04,69328.54,NEFT,0,No
PAY0015754,INV0015754,2026-02-19,13646.7,Bank Transfer,9,No
PAY0015755,INV0015755,2024-08-19,31745.54,Bank Transfer,0,No
PAY0015756,INV0015756,2024-05-14,329599.96,Cheque,0,No
PAY0015757,INV0015757,2025-08-21,286237.32,RTGS,0,No
PAY0015758,INV0015758,2024-12-24,312546.6,Bank Transfer,0,No
PAY0015759,INV0015759,2026-03-02,162056.48,UPI,0,No
PAY0015760,INV0015760,2024-07-16,69152.72,Cheque,0,No
PAY0015761,INV0015761,2025-05-28,27695.78,RTGS,0,No
PAY0015762,INV0015762,2025-01-19,47581.14,Cheque,0,No
PAY0015763,INV0015763,2024-04-01,225127.48,NEFT,6,No
PAY0015764,INV0015764,2025-05-03,28887.58,Cheque,0,No
PAY0015765,INV0015765,2026-01-08,131520.44,Cheque,0,No
PAY0015766,INV0015766,2025-02-14,281054.76,RTGS,24,No
PAY0015767,INV0015767,2025-04-25,282693.78,Bank Transfer,0,No
PAY0015768,INV0015768,,0,,845,No
PAY0015769,INV0015769,,0,,406,No
PAY0015770,INV0015770,,0,,706,No
PAY0015771,INV0015771,2025-02-19,179777.72,RTGS,0,No
PAY0015772,INV0015772,2024-10-18,293857.76,Cheque,0,No
PAY0015773,INV0015773,2024-05-10,41741.32,UPI,0,No
PAY0015774,INV0015774,2025-02-09,92613.48,Cheque,16,No
PAY0015775,INV0015775,2025-06-23,87209.08,Bank Transfer,0,No
PAY0015776,INV0015776,2024-05-28,31128.4,UPI,0,No
PAY0015777,INV0015777,2026-02-28,59860.22,Bank Transfer,2,No
PAY0015778,INV0015778,2025-03-09,215108.1,UPI,0,No
PAY0015779,INV0015779,2024-12-06,168211.36,RTGS,9,No
PAY0015780,INV0015780,2025-06-30,168423.76,Cheque,0,No
PAY0015781,INV0015781,,0,,426,Yes
PAY0015782,INV0015782,2025-02-19,302543.74,Bank Transfer,52,No
PAY0015783,INV0015783,2025-08-18,116992.28,NEFT,0,No
PAY0015784,INV0015784,2025-11-25,305706.14,Bank Transfer,0,No
PAY0015785,INV0015785,2024-06-02,326548.48,RTGS,34,No
PAY0015786,INV0015786,2024-08-15,344276.8,Cheque,0,No
PAY0015787,INV0015787,2024-07-26,281530.3,Bank Transfer,0,No
PAY0015788,INV0015788,,0,,665,No
PAY0015789,INV0015789,2024-11-19,250851.48,UPI,15,No
PAY0015790,INV0015790,2024-06-06,241078.72,RTGS,1,No
PAY0015791,INV0015791,2025-11-30,61658.54,Bank Transfer,0,No
PAY0015792,INV0015792,2024-02-03,89591.5,Bank Transfer,0,No
PAY0015793,INV0015793,2024-05-06,108244.94,Cheque,0,No
PAY0015794,INV0015794,2024-05-16,109811.98,RTGS,0,No
PAY0015795,INV0015795,2024-05-20,102241.1,Cheque,24,No
PAY0015796,INV0015796,2025-01-17,311232.08,RTGS,0,No
PAY0015797,INV0015797,2025-05-19,283011.2,Cheque,4,No
PAY0015798,INV0015798,,0,,457,No
PAY0015799,INV0015799,2025-04-05,169357.14,NEFT,0,No
PAY0015800,INV0015800,2026-03-18,250639.08,Bank Transfer,11,No
PAY0015801,INV0015801,2025-05-16,309436.12,UPI,0,No
PAY0015802,INV0015802,2024-12-18,265835.12,UPI,0,No
PAY0015803,INV0015803,2025-11-24,101646.38,NEFT,60,No
PAY0015804,INV0015804,2024-07-07,221998.12,NEFT,43,No
PAY0015805,INV0015805,2025-07-28,44405.76,Bank Transfer,0,No
PAY0015806,INV0015806,2024-06-16,31871.8,Cheque,0,No
PAY0015807,INV0015807,2026-05-03,344292.14,Cheque,19,No
PAY0015808,INV0015808,2025-12-19,185550.28,Cheque,46,No
PAY0015809,INV0015809,2025-06-30,59979.4,NEFT,42,No
PAY0015810,INV0015810,2025-06-07,72049.62,Cheque,0,No
PAY0015811,INV0015811,2025-02-19,105860.16,UPI,0,No
PAY0015812,INV0015812,2026-01-15,134046.82,NEFT,0,No
PAY0015813,INV0015813,2025-11-22,52865.18,UPI,13,No
PAY0015814,INV0015814,2025-10-20,177200.6,RTGS,4,No
PAY0015815,INV0015815,2025-12-14,208379.74,Bank Transfer,0,No
PAY0015816,INV0015816,2025-05-30,319754.04,RTGS,1,No
PAY0015817,INV0015817,2026-06-08,109583.06,RTGS,0,No
PAY0015818,INV0015818,2025-04-16,279505.42,RTGS,48,No
PAY0015819,INV0015819,2026-01-28,45913.8,Cheque,0,No
PAY0015820,INV0015820,2024-12-22,207138.38,RTGS,55,No
PAY0015821,INV0015821,2025-10-21,24654.92,UPI,14,No
PAY0015822,INV0015822,2024-02-20,133891.06,NEFT,6,No
PAY0015823,INV0015823,2024-06-09,254547.24,Cheque,0,No
PAY0015824,INV0015824,2024-07-30,205712.94,Bank Transfer,0,No
PAY0015825,INV0015825,2025-10-21,183023.9,RTGS,60,No
PAY0015826,INV0015826,,0,,494,No
PAY0015827,INV0015827,2025-06-07,349098.28,Cheque,0,No
PAY0015828,INV0015828,2024-10-10,219419.82,UPI,0,No
PAY0015829,INV0015829,2025-06-02,248869.08,Cheque,10,No
PAY0015830,INV0015830,2024-03-06,228339.44,NEFT,0,No
PAY0015831,INV0015831,2025-06-24,345754.16,UPI,0,No
PAY0015832,INV0015832,2025-10-02,65965.54,UPI,31,No
PAY0015833,INV0015833,2024-05-09,127755.06,Cheque,6,No
PAY0015834,INV0015834,2026-05-04,331224.82,Cheque,0,No
PAY0015835,INV0015835,2025-11-22,33814.08,Cheque,0,No
PAY0015836,INV0015836,2026-04-20,158828,Bank Transfer,48,No
PAY0015837,INV0015837,2024-07-08,211005.24,Cheque,13,No
PAY0015838,INV0015838,2024-09-22,322745.34,NEFT,0,No
PAY0015839,INV0015839,2024-10-09,214636.1,NEFT,6,No
PAY0015840,INV0015840,2024-03-31,94999.44,Cheque,1,No
PAY0015841,INV0015841,2025-07-26,276592,NEFT,0,No
PAY0015842,INV0015842,2025-03-10,167875.06,RTGS,34,No
PAY0015843,INV0015843,2024-06-15,228652.14,Cheque,48,No
PAY0015844,INV0015844,2024-06-28,191932.9,Bank Transfer,0,No
PAY0015845,INV0015845,2026-01-22,48580.6,RTGS,0,No
PAY0015846,INV0015846,2025-10-24,274512.84,RTGS,0,No
PAY0015847,INV0015847,2025-07-01,83525.12,Cheque,25,No
PAY0015848,INV0015848,2025-10-09,98973.68,UPI,0,No
PAY0015849,INV0015849,2026-01-30,209016.94,NEFT,0,No
PAY0015850,INV0015850,2025-12-30,101181.46,Cheque,0,No
PAY0015851,INV0015851,2025-04-07,286985.44,Bank Transfer,15,No
PAY0015852,INV0015852,2025-08-07,32307.22,RTGS,42,No
PAY0015853,INV0015853,2024-06-03,244422.84,NEFT,0,No
PAY0015854,INV0015854,2025-08-14,25602.46,RTGS,0,No
PAY0015855,INV0015855,2025-07-24,176346.28,Cheque,0,No
PAY0015856,INV0015856,2025-08-29,131605.4,Cheque,0,No
PAY0015857,INV0015857,2024-02-01,170931.26,UPI,0,No
PAY0015858,INV0015858,2024-07-01,230448.1,Cheque,0,No
PAY0015859,INV0015859,2025-08-10,20821.1,Bank Transfer,10,No
PAY0015860,INV0015860,2024-05-17,101955.54,NEFT,0,No
PAY0015861,INV0015861,2024-08-26,146245.66,RTGS,7,No
PAY0015862,INV0015862,2026-05-08,58133.88,RTGS,30,No
PAY0015863,INV0015863,2024-05-16,216954.8,UPI,0,No
PAY0015864,INV0015864,2025-02-19,81697.3,Bank Transfer,0,No
PAY0015865,INV0015865,2025-05-26,104297.84,Bank Transfer,5,No
PAY0015866,INV0015866,2026-05-05,67707.22,UPI,12,No
PAY0015867,INV0015867,2025-12-22,37551.14,Bank Transfer,29,No
PAY0015868,INV0015868,2024-06-19,200461.94,RTGS,0,No
PAY0015869,INV0015869,2026-02-13,226571.8,UPI,0,No
PAY0015870,INV0015870,2025-12-23,182026.8,Bank Transfer,0,No
PAY0015871,INV0015871,2024-11-09,174205.76,Cheque,29,No
PAY0015872,INV0015872,2025-09-30,33526.16,Bank Transfer,0,No
PAY0015873,INV0015873,2024-12-28,222345.04,Cheque,14,No
PAY0015874,INV0015874,2025-04-12,44743.24,UPI,0,No
PAY0015875,INV0015875,2024-12-10,205814.42,Cheque,45,No
PAY0015876,INV0015876,2025-07-29,102294.2,UPI,0,No
PAY0015877,INV0015877,2025-07-02,29649.86,RTGS,0,No
PAY0015878,INV0015878,2026-03-07,209145.56,Cheque,7,No
PAY0015879,INV0015879,2025-07-01,173163.82,UPI,0,No
PAY0015880,INV0015880,2026-03-05,96385.94,Bank Transfer,0,No
PAY0015881,INV0015881,2025-01-11,348149.56,Bank Transfer,0,No
PAY0015882,INV0015882,2025-01-04,44241.74,Bank Transfer,2,No
PAY0015883,INV0015883,2025-03-31,352733.86,Cheque,60,No
PAY0015884,INV0015884,2025-09-20,233370.96,RTGS,9,No
PAY0015885,INV0015885,2025-11-14,76343.64,RTGS,0,No
PAY0015886,INV0015886,2024-04-18,291910.76,UPI,56,No
PAY0015887,INV0015887,2024-09-14,333681.58,Cheque,0,No
PAY0015888,INV0015888,2025-08-05,77811.56,NEFT,0,No
PAY0015889,INV0015889,2025-02-08,138262.96,Cheque,0,No
PAY0015890,INV0015890,2025-03-27,83339.86,NEFT,0,No
PAY0015891,INV0015891,2025-07-07,277782.62,RTGS,0,No
PAY0015892,INV0015892,2026-03-11,291127.24,NEFT,0,No
PAY0015893,INV0015893,2025-08-25,216003.72,RTGS,26,No
PAY0015894,INV0015894,2026-02-16,273519.28,RTGS,37,No
PAY0015895,INV0015895,2025-10-06,38785.42,UPI,22,No
PAY0015896,INV0015896,2026-05-16,336992.66,NEFT,0,No
PAY0015897,INV0015897,2026-01-25,208307.76,Cheque,55,No
PAY0015898,INV0015898,2025-12-10,12891.5,Cheque,0,No
PAY0015899,INV0015899,2024-11-28,277207.96,NEFT,0,No
PAY0015900,INV0015900,2025-02-01,54539.6,RTGS,0,No
PAY0015901,INV0015901,2025-04-04,151077.76,RTGS,13,No
PAY0015902,INV0015902,2025-05-11,48394.16,UPI,2,No
PAY0015903,INV0015903,2024-11-10,186362.12,NEFT,5,No
PAY0015904,INV0015904,2026-02-13,335992.02,Cheque,0,No
PAY0015905,INV0015905,2026-04-04,80553.88,NEFT,0,No
PAY0015906,INV0015906,2024-05-18,311489.32,Bank Transfer,0,No
PAY0015907,INV0015907,2025-11-19,69544.48,Cheque,2,No
PAY0015908,INV0015908,2024-05-04,250496.3,RTGS,11,No
PAY0015909,INV0015909,2024-04-22,323124.12,RTGS,0,No
PAY0015910,INV0015910,2024-10-31,260844.9,UPI,0,No
PAY0015911,INV0015911,2024-05-29,107350.5,RTGS,0,No
PAY0015912,INV0015912,2024-08-18,193359.52,Bank Transfer,8,No
PAY0015913,INV0015913,2025-12-11,303828.76,Cheque,14,No
PAY0015914,INV0015914,2024-05-12,90321.92,Bank Transfer,0,No
PAY0015915,INV0015915,2026-05-21,284531.04,Cheque,13,No
PAY0015916,INV0015916,2025-10-06,58686.12,UPI,0,No
PAY0015917,INV0015917,2025-01-20,351931.46,Cheque,0,No
PAY0015918,INV0015918,2026-04-15,136776.16,Bank Transfer,1,No
PAY0015919,INV0015919,2025-10-22,26861.52,RTGS,6,No
PAY0015920,INV0015920,2024-08-09,245063.58,NEFT,15,No
PAY0015921,INV0015921,2025-08-03,167265,NEFT,0,No
PAY0015922,INV0015922,2026-02-17,204871.6,RTGS,15,No
PAY0015923,INV0015923,2024-07-01,227080.38,Cheque,0,No
PAY0015924,INV0015924,2024-10-13,16117.62,UPI,0,No
PAY0015925,INV0015925,2025-06-09,92781.04,RTGS,0,No
PAY0015926,INV0015926,2026-03-25,247607.66,Bank Transfer,6,No
PAY0015927,INV0015927,,0,,578,Yes
PAY0015928,INV0015928,2024-11-09,339143.8,UPI,2,No
PAY0015929,INV0015929,2024-11-09,68697.24,Cheque,0,No
PAY0015930,INV0015930,2024-10-09,176360.44,UPI,6,No
PAY0015931,INV0015931,2024-02-24,353415.9,NEFT,7,No
PAY0015932,INV0015932,2025-09-14,349811,UPI,0,No
PAY0015933,INV0015933,2024-07-12,144601.92,Cheque,0,No
PAY0015934,INV0015934,2024-01-27,241127.1,UPI,0,No
PAY0015935,INV0015935,2024-08-25,106077.28,UPI,0,No
PAY0015936,INV0015936,2024-10-07,314781.52,NEFT,0,No
PAY0015937,INV0015937,2025-06-16,175959.24,Bank Transfer,3,No
PAY0015938,INV0015938,,0,,189,No
PAY0015939,INV0015939,2026-01-13,46253.64,UPI,59,No
PAY0015940,INV0015940,,0,,328,No
PAY0015941,INV0015941,,0,,281,No
PAY0015942,INV0015942,2026-04-26,81259.52,RTGS,0,No
PAY0015943,INV0015943,2026-01-28,95784.14,RTGS,2,No
PAY0015944,INV0015944,2025-08-06,101972.06,Cheque,6,No
PAY0015945,INV0015945,2025-09-06,189399.44,Cheque,0,No
PAY0015946,INV0015946,2025-07-09,209472.42,RTGS,2,No
PAY0015947,INV0015947,2024-06-15,130004.14,RTGS,26,No
PAY0015948,INV0015948,2024-06-15,179703.38,Bank Transfer,0,No
PAY0015949,INV0015949,2025-01-28,125048.14,RTGS,5,No
PAY0015950,INV0015950,2024-10-03,113461.72,UPI,16,No
PAY0015951,INV0015951,2025-04-30,15334.1,NEFT,0,No
PAY0015952,INV0015952,2026-05-21,130015.94,Cheque,14,No
PAY0015953,INV0015953,,0,,319,No
PAY0015954,INV0015954,2025-02-08,346236.78,UPI,0,No
PAY0015955,INV0015955,2025-10-17,238945.28,NEFT,0,No
PAY0015956,INV0015956,2025-03-17,50302.22,Cheque,3,No
PAY0015957,INV0015957,2026-01-28,235937.46,NEFT,0,No
PAY0015958,INV0015958,2024-11-02,342238.94,UPI,0,No
PAY0015959,INV0015959,,0,,0,No
PAY0015960,INV0015960,2025-07-13,228797.28,RTGS,0,No
PAY0015961,INV0015961,2026-03-28,263660.38,RTGS,0,No
PAY0015962,INV0015962,2026-05-19,149758.52,NEFT,0,No
PAY0015963,INV0015963,2024-09-28,157059.18,NEFT,15,No
PAY0015964,INV0015964,,0,,38,No
PAY0015965,INV0015965,2026-07-09,293919.12,Bank Transfer,28,No
PAY0015966,INV0015966,2025-08-10,227086.28,Cheque,12,No
PAY0015967,INV0015967,2025-12-16,49096.26,NEFT,0,No
PAY0015968,INV0015968,2026-06-16,27669.82,Cheque,51,No
PAY0015969,INV0015969,2024-07-26,63349.48,Cheque,14,No
PAY0015970,INV0015970,2025-10-28,314151.4,UPI,2,No
PAY0015971,INV0015971,2024-11-14,177134.52,RTGS,0,No
PAY0015972,INV0015972,2025-06-03,37227.82,NEFT,0,No
PAY0015973,INV0015973,2025-05-25,36148.12,RTGS,0,No
PAY0015974,INV0015974,2025-05-03,208611.02,Cheque,0,No
PAY0015975,INV0015975,2024-07-23,121738.24,NEFT,2,No
PAY0015976,INV0015976,2024-11-23,219684.14,Bank Transfer,0,No
PAY0015977,INV0015977,2024-05-10,277768.46,RTGS,0,No
PAY0015978,INV0015978,2024-08-08,102853.52,Bank Transfer,0,No
PAY0015979,INV0015979,2024-10-12,353183.44,Cheque,11,No
PAY0015980,INV0015980,,0,,443,No
PAY0015981,INV0015981,2025-11-18,240922.96,RTGS,7,No
PAY0015982,INV0015982,2024-08-01,342668.46,Bank Transfer,11,No
PAY0015983,INV0015983,2024-04-27,343282.06,UPI,11,No
PAY0015984,INV0015984,2025-05-12,268512.54,Cheque,0,No
PAY0015985,INV0015985,2025-06-01,44349.12,UPI,8,No
PAY0015986,INV0015986,,0,,580,No
PAY0015987,INV0015987,2025-11-11,151248.86,UPI,0,No
PAY0015988,INV0015988,2025-11-23,66280.6,UPI,0,No
PAY0015989,INV0015989,2025-07-19,213755.82,Cheque,0,No
PAY0015990,INV0015990,2025-06-30,226792.46,NEFT,5,No
PAY0015991,INV0015991,2025-06-17,301736.62,RTGS,0,No
PAY0015992,INV0015992,2026-03-04,154080.86,RTGS,0,No
PAY0015993,INV0015993,2024-05-04,60627.22,RTGS,0,No
PAY0015994,INV0015994,2025-08-31,302876.5,RTGS,21,No
PAY0015995,INV0015995,2025-08-29,317723.26,Bank Transfer,0,No
PAY0015996,INV0015996,2025-09-15,251793.12,Bank Transfer,0,No
PAY0015997,INV0015997,2024-12-14,254509.48,Cheque,0,No
PAY0015998,INV0015998,2025-08-07,174837.06,NEFT,0,No
PAY0015999,INV0015999,2025-05-04,275632.66,NEFT,55,No
PAY0016000,INV0016000,2024-11-13,135869.92,Cheque,59,No
PAY0016001,INV0016001,2025-03-30,187165.7,Bank Transfer,12,No
PAY0016002,INV0016002,2025-07-04,189215.36,UPI,0,No
PAY0016003,INV0016003,2024-11-26,345567.72,Bank Transfer,0,No
PAY0016004,INV0016004,2024-04-28,210934.44,NEFT,0,No
PAY0016005,INV0016005,2024-05-23,230341.9,Cheque,0,No
PAY0016006,INV0016006,2026-04-26,208809.26,Cheque,0,No
PAY0016007,INV0016007,2024-09-18,121209.6,RTGS,9,No
PAY0016008,INV0016008,2024-12-20,212772.88,UPI,35,No
PAY0016009,INV0016009,2026-03-06,47849,Bank Transfer,44,No
PAY0016010,INV0016010,2024-01-31,160013.9,UPI,0,No
PAY0016011,INV0016011,2025-09-05,207297.68,RTGS,6,No
PAY0016012,INV0016012,2024-05-07,57438.86,RTGS,0,No
PAY0016013,INV0016013,2024-08-06,53207.38,Cheque,0,No
PAY0016014,INV0016014,2025-03-18,297093.32,Cheque,0,No
PAY0016015,INV0016015,2026-01-05,84968.26,UPI,11,No
PAY0016016,INV0016016,2026-02-20,53212.1,RTGS,2,No
PAY0016017,INV0016017,2026-01-21,162248.82,RTGS,0,No
PAY0016018,INV0016018,2026-03-14,321314,Cheque,0,No
PAY0016019,INV0016019,2024-05-10,326301.86,Bank Transfer,0,No
PAY0016020,INV0016020,2026-02-17,191554.12,NEFT,0,No
PAY0016021,INV0016021,2024-04-21,346142.38,RTGS,60,No
PAY0016022,INV0016022,,0,,376,Yes
PAY0016023,INV0016023,,0,,261,Yes
PAY0016024,INV0016024,2025-11-12,123955.46,Bank Transfer,0,No
PAY0016025,INV0016025,2025-12-25,32975.1,Bank Transfer,0,No
PAY0016026,INV0016026,2026-03-04,165000.58,NEFT,0,No
PAY0016027,INV0016027,2026-03-06,225162.88,NEFT,0,No
PAY0016028,INV0016028,2025-06-23,111689.36,UPI,0,No
PAY0016029,INV0016029,2024-03-11,132332.28,Bank Transfer,0,No
PAY0016030,INV0016030,,0,,312,No
PAY0016031,INV0016031,2025-03-30,235348.64,NEFT,0,No
PAY0016032,INV0016032,2025-08-31,207786.2,UPI,0,No
PAY0016033,INV0016033,2024-08-29,56335.56,UPI,0,No
PAY0016034,INV0016034,2024-05-18,318990.58,UPI,0,No
PAY0016035,INV0016035,2026-03-08,224926.88,Cheque,0,No
PAY0016036,INV0016036,,0,,165,No
PAY0016037,INV0016037,2024-06-13,243942.58,UPI,0,No
PAY0016038,INV0016038,2025-09-19,302620.44,Bank Transfer,0,No
PAY0016039,INV0016039,2026-04-20,91767.42,UPI,0,No
PAY0016040,INV0016040,2024-07-13,26420.2,Bank Transfer,23,No
